Hash Code 2021

Simulation
----------
Duration     : 676
Intersections: 500
Streets      : 998
Cars         : 1000
Max score    : 921203
Bonus points : 500

Schedule
--------
Intersections   : 500
Street lights   : 956
Arrived cars    : 839
Earliest arrival: 3
Latest arrival  : 676
Crossed streets : 952
Total wait time : 85211
Schedule score  : 718069
Incremental Improver: 100 rounds
Greedy improver: 10 min wait time, 500 max streets per round
Street 485, intersection 499: 26 total wait time, 221 streets in the intersection
Street 673, intersection 499: 23 total wait time, 221 streets in the intersection
Street 797, intersection 499: 22 total wait time, 221 streets in the intersection
Street 721, intersection 499: 19 total wait time, 221 streets in the intersection
Street 560, intersection 281: 16 total wait time, 2 streets in the intersection
Street 53, intersection 499: 13 total wait time, 221 streets in the intersection
Round 86, no improvement
Greedy improver: 10 min wait time, 500 max streets per round
Street 9, intersection 499: 677 total wait time, 221 streets in the intersection
Street 141, intersection 499: 677 total wait time, 221 streets in the intersection
Street 233, intersection 499: 677 total wait time, 221 streets in the intersection
Street 145, intersection 499: 677 total wait time, 221 streets in the intersection
Street 17, intersection 499: 677 total wait time, 221 streets in the intersection
Street 665, intersection 499: 677 total wait time, 221 streets in the intersection
Street 341, intersection 499: 677 total wait time, 221 streets in the intersection
Street 209, intersection 499: 677 total wait time, 221 streets in the intersection
Street 41, intersection 499: 677 total wait time, 221 streets in the intersection
Street 713, intersection 499: 677 total wait time, 221 streets in the intersection
Street 365, intersection 499: 677 total wait time, 221 streets in the intersection
Street 909, intersection 499: 677 total wait time, 221 streets in the intersection
Street 565, intersection 499: 677 total wait time, 221 streets in the intersection
Street 89, intersection 499: 677 total wait time, 221 streets in the intersection
Street 205, intersection 499: 677 total wait time, 221 streets in the intersection
Street 109, intersection 499: 677 total wait time, 221 streets in the intersection
Street 621, intersection 499: 677 total wait time, 221 streets in the intersection
Street 25, intersection 499: 677 total wait time, 221 streets in the intersection
Street 781, intersection 499: 677 total wait time, 221 streets in the intersection
Street 377, intersection 499: 677 total wait time, 221 streets in the intersection
Street 285, intersection 499: 677 total wait time, 221 streets in the intersection
Street 477, intersection 499: 677 total wait time, 221 streets in the intersection
Street 649, intersection 499: 677 total wait time, 221 streets in the intersection
Street 893, intersection 499: 677 total wait time, 221 streets in the intersection
Street 545, intersection 499: 677 total wait time, 221 streets in the intersection
Street 537, intersection 499: 677 total wait time, 221 streets in the intersection
Street 501, intersection 499: 677 total wait time, 221 streets in the intersection
Street 613, intersection 499: 677 total wait time, 221 streets in the intersection
Street 769, intersection 499: 677 total wait time, 221 streets in the intersection
Street 589, intersection 499: 677 total wait time, 221 streets in the intersection
Street 253, intersection 499: 677 total wait time, 221 streets in the intersection
Street 269, intersection 499: 677 total wait time, 221 streets in the intersection
Street 581, intersection 499: 677 total wait time, 221 streets in the intersection
Street 333, intersection 499: 677 total wait time, 221 streets in the intersection
Street 833, intersection 499: 677 total wait time, 221 streets in the intersection
Street 225, intersection 499: 677 total wait time, 221 streets in the intersection
Street 337, intersection 499: 677 total wait time, 221 streets in the intersection
Street 569, intersection 499: 677 total wait time, 221 streets in the intersection
Street 73, intersection 499: 676 total wait time, 221 streets in the intersection
Street 669, intersection 499: 674 total wait time, 221 streets in the intersection
Street 317, intersection 499: 670 total wait time, 221 streets in the intersection
Street 473, intersection 499: 664 total wait time, 221 streets in the intersection
Street 553, intersection 499: 659 total wait time, 221 streets in the intersection
Street 929, intersection 499: 653 total wait time, 221 streets in the intersection
Street 281, intersection 499: 650 total wait time, 221 streets in the intersection
Street 617, intersection 499: 647 total wait time, 221 streets in the intersection
Street 105, intersection 499: 639 total wait time, 221 streets in the intersection
Street 681, intersection 499: 634 total wait time, 221 streets in the intersection
Street 817, intersection 499: 621 total wait time, 221 streets in the intersection
Street 777, intersection 499: 620 total wait time, 221 streets in the intersection
Street 221, intersection 499: 616 total wait time, 221 streets in the intersection
Street 181, intersection 499: 612 total wait time, 221 streets in the intersection
Street 985, intersection 499: 601 total wait time, 221 streets in the intersection
Street 745, intersection 499: 597 total wait time, 221 streets in the intersection
Street 641, intersection 499: 594 total wait time, 221 streets in the intersection
Street 349, intersection 499: 589 total wait time, 221 streets in the intersection
Street 961, intersection 499: 584 total wait time, 221 streets in the intersection
Street 497, intersection 499: 582 total wait time, 221 streets in the intersection
Street 85, intersection 499: 581 total wait time, 221 streets in the intersection
Street 21, intersection 499: 577 total wait time, 221 streets in the intersection
Street 809, intersection 499: 570 total wait time, 221 streets in the intersection
Street 605, intersection 499: 570 total wait time, 221 streets in the intersection
Street 481, intersection 499: 565 total wait time, 221 streets in the intersection
Street 157, intersection 499: 559 total wait time, 221 streets in the intersection
Street 189, intersection 499: 552 total wait time, 221 streets in the intersection
Street 529, intersection 499: 550 total wait time, 221 streets in the intersection
Street 301, intersection 499: 544 total wait time, 221 streets in the intersection
Street 493, intersection 499: 543 total wait time, 221 streets in the intersection
Street 489, intersection 499: 541 total wait time, 221 streets in the intersection
Street 877, intersection 499: 541 total wait time, 221 streets in the intersection
Street 593, intersection 499: 537 total wait time, 221 streets in the intersection
Street 445, intersection 499: 535 total wait time, 221 streets in the intersection
Street 813, intersection 499: 533 total wait time, 221 streets in the intersection
Street 905, intersection 499: 525 total wait time, 221 streets in the intersection
Street 137, intersection 499: 512 total wait time, 221 streets in the intersection
Street 585, intersection 499: 509 total wait time, 221 streets in the intersection
Street 369, intersection 499: 506 total wait time, 221 streets in the intersection
Street 829, intersection 499: 503 total wait time, 221 streets in the intersection
