Hash Code 2021

Simulation
----------
Duration     : 1640
Intersections: 10000
Streets      : 35030
Cars         : 1000
Max score    : 1328389
Bonus points : 100

Schedule
--------
Intersections   : 7660
Street lights   : 11472
Arrived cars    : 998
Earliest arrival: 1
Latest arrival  : 1604
Crossed streets : 11472
Total wait time : 16443
Schedule score  : 1311790
Incremental Improver: 100 rounds
Greedy improver: 10 min wait time, 500 max streets per round
Street 17978, intersection 6419: 14 total wait time, 3 streets in the intersection
Street 21343, intersection 3119: 14 total wait time, 3 streets in the intersection
Street 30847, intersection 9083: 14 total wait time, 2 streets in the intersection
Street 31639, intersection 8625: 14 total wait time, 3 streets in the intersection
Street 14623, intersection 6641: 14 total wait time, 3 streets in the intersection
Street 25768, intersection 4551: 14 total wait time, 2 streets in the intersection
Street 8064, intersection 3294: 13 total wait time, 3 streets in the intersection
Street 96, intersection 3229: 13 total wait time, 3 streets in the intersection
Street 12392, intersection 4342: 13 total wait time, 2 streets in the intersection
Street 33064, intersection 1464: 13 total wait time, 3 streets in the intersection
Street 18881, intersection 7640: 13 total wait time, 2 streets in the intersection
Street 8233, intersection 612: 13 total wait time, 2 streets in the intersection
Street 33236, intersection 2429: 13 total wait time, 2 streets in the intersection
Street 17474, intersection 8968: 13 total wait time, 2 streets in the intersection
Street 26005, intersection 128: 13 total wait time, 3 streets in the intersection
Street 18772, intersection 9507: 13 total wait time, 2 streets in the intersection
Street 21176, intersection 5084: 13 total wait time, 3 streets in the intersection
Street 25371, intersection 5807: 13 total wait time, 2 streets in the intersection
Street 14819, intersection 8267: 13 total wait time, 2 streets in the intersection
Street 29312, intersection 3353: 13 total wait time, 3 streets in the intersection
Street 12955, intersection 2094: 13 total wait time, 2 streets in the intersection
Street 6057, intersection 881: 13 total wait time, 2 streets in the intersection
Street 16702, intersection 3716: 13 total wait time, 2 streets in the intersection
Street 4434, intersection 2221: 13 total wait time, 3 streets in the intersection
Street 9202, intersection 2962: 13 total wait time, 2 streets in the intersection
Street 23942, intersection 2728: 13 total wait time, 2 streets in the intersection
Street 8731, intersection 3116: 13 total wait time, 3 streets in the intersection
Street 31442, intersection 8217: 13 total wait time, 3 streets in the intersection
Street 19480, intersection 3498: 13 total wait time, 2 streets in the intersection
Street 15188, intersection 6710: 13 total wait time, 3 streets in the intersection
Street 5445, intersection 1294: 13 total wait time, 3 streets in the intersection
Street 14502, intersection 3259: 13 total wait time, 2 streets in the intersection
Street 9193, intersection 4329: 13 total wait time, 3 streets in the intersection
Street 21497, intersection 7566: 13 total wait time, 2 streets in the intersection
Street 16500, intersection 3582: 13 total wait time, 2 streets in the intersection
Street 33111, intersection 1780: 13 total wait time, 2 streets in the intersection
Street 15001, intersection 4839: 13 total wait time, 2 streets in the intersection
Street 33315, intersection 8216: 13 total wait time, 2 streets in the intersection
Street 31761, intersection 7003: 12 total wait time, 2 streets in the intersection
Street 3894, intersection 9164: 12 total wait time, 2 streets in the intersection
Street 22637, intersection 1937: 12 total wait time, 2 streets in the intersection
Street 20761, intersection 543: 12 total wait time, 2 streets in the intersection
Street 5455, intersection 9833: 12 total wait time, 3 streets in the intersection
Street 29866, intersection 4444: 12 total wait time, 3 streets in the intersection
Street 14154, intersection 6176: 12 total wait time, 2 streets in the intersection
Street 15911, intersection 3689: 12 total wait time, 2 streets in the intersection
Street 12369, intersection 3646: 12 total wait time, 2 streets in the intersection
Street 18451, intersection 7080: 12 total wait time, 3 streets in the intersection
Street 20689, intersection 2441: 12 total wait time, 3 streets in the intersection
Street 14864, intersection 4122: 12 total wait time, 2 streets in the intersection
Street 14273, intersection 1791: 12 total wait time, 3 streets in the intersection
Street 25391, intersection 2031: 12 total wait time, 4 streets in the intersection
Street 32998, intersection 4423: 12 total wait time, 2 streets in the intersection
Street 24914, intersection 6227: 12 total wait time, 3 streets in the intersection
Street 24918, intersection 2348: 12 total wait time, 2 streets in the intersection
Street 16144, intersection 4955: 12 total wait time, 4 streets in the intersection
Street 21794, intersection 3538: 12 total wait time, 2 streets in the intersection
Street 31613, intersection 7251: 12 total wait time, 3 streets in the intersection
Street 31359, intersection 2207: 12 total wait time, 3 streets in the intersection
Street 12971, intersection 1895: 12 total wait time, 2 streets in the intersection
Street 27356, intersection 3006: 12 total wait time, 2 streets in the intersection
Street 26407, intersection 7588: 12 total wait time, 2 streets in the intersection
Street 22367, intersection 2522: 12 total wait time, 2 streets in the intersection
Street 28648, intersection 4762: 12 total wait time, 2 streets in the intersection
Street 5807, intersection 5184: 12 total wait time, 3 streets in the intersection
Street 33350, intersection 7303: 12 total wait time, 2 streets in the intersection
Street 4487, intersection 2241: 12 total wait time, 2 streets in the intersection
Street 11567, intersection 3913: 12 total wait time, 2 streets in the intersection
Street 3645, intersection 394: 12 total wait time, 3 streets in the intersection
Street 11702, intersection 739: 12 total wait time, 2 streets in the intersection
Street 3357, intersection 385: 12 total wait time, 2 streets in the intersection
Street 7090, intersection 4537: 12 total wait time, 2 streets in the intersection
Street 27812, intersection 8798: 12 total wait time, 3 streets in the intersection
Street 10683, intersection 4366: 12 total wait time, 2 streets in the intersection
Street 31505, intersection 6185: 12 total wait time, 2 streets in the intersection
Street 18877, intersection 5696: 12 total wait time, 2 streets in the intersection
Street 20937, intersection 6478: 12 total wait time, 2 streets in the intersection
Street 5517, intersection 9868: 12 total wait time, 3 streets in the intersection
Street 29528, intersection 6514: 12 total wait time, 2 streets in the intersection
Street 20335, intersection 2156: 12 total wait time, 3 streets in the intersection
Street 24796, intersection 3731: 12 total wait time, 3 streets in the intersection
Street 7527, intersection 6611: 12 total wait time, 3 streets in the intersection
Street 20760, intersection 614: 12 total wait time, 4 streets in the intersection
Street 5751, intersection 8995: 12 total wait time, 3 streets in the intersection
Street 1262, intersection 5959: 12 total wait time, 3 streets in the intersection
Street 1216, intersection 5770: 12 total wait time, 3 streets in the intersection
Street 13113, intersection 2256: 12 total wait time, 2 streets in the intersection
Street 23764, intersection 3884: 12 total wait time, 3 streets in the intersection
Street 20244, intersection 5886: 12 total wait time, 3 streets in the intersection
Street 26249, intersection 2134: 12 total wait time, 2 streets in the intersection
Street 19870, intersection 2203: 12 total wait time, 2 streets in the intersection
Street 11283, intersection 690: 12 total wait time, 2 streets in the intersection
Street 16486, intersection 2922: 12 total wait time, 3 streets in the intersection
Street 24427, intersection 780: 12 total wait time, 4 streets in the intersection
Street 22929, intersection 476: 12 total wait time, 3 streets in the intersection
Street 23043, intersection 2232: 12 total wait time, 3 streets in the intersection
Street 846, intersection 2504: 12 total wait time, 3 streets in the intersection
Street 29744, intersection 3049: 11 total wait time, 2 streets in the intersection
Street 2786, intersection 7576: 11 total wait time, 3 streets in the intersection
Street 9729, intersection 6586: 11 total wait time, 3 streets in the intersection
Street 17258, intersection 4506: 11 total wait time, 3 streets in the intersection
Street 11175, intersection 6111: 11 total wait time, 2 streets in the intersection
Street 26487, intersection 6110: 11 total wait time, 2 streets in the intersection
Street 13026, intersection 6986: 11 total wait time, 3 streets in the intersection
Street 21855, intersection 3274: 11 total wait time, 2 streets in the intersection
Street 16453, intersection 6288: 11 total wait time, 3 streets in the intersection
Street 21304, intersection 680: 11 total wait time, 3 streets in the intersection
Street 28813, intersection 1134: 11 total wait time, 2 streets in the intersection
Street 6269, intersection 2312: 11 total wait time, 2 streets in the intersection
Street 26149, intersection 7733: 11 total wait time, 2 streets in the intersection
Street 30540, intersection 8219: 11 total wait time, 3 streets in the intersection
Street 24110, intersection 2800: 11 total wait time, 3 streets in the intersection
Street 19576, intersection 677: 11 total wait time, 3 streets in the intersection
