Hash Code 2021

Simulation
----------
Duration     : 1640
Intersections: 10000
Streets      : 35030
Cars         : 1000
Max score    : 1328389
Bonus points : 100

Schedule
--------
Intersections   : 7660
Street lights   : 11472
Arrived cars    : 998
Earliest arrival: 1
Latest arrival  : 1606
Crossed streets : 11472
Total wait time : 17457
Schedule score  : 1310774
Incremental Improver: 100 rounds
Greedy improver: 10 min wait time, 500 max streets per round
Street 20357, intersection 9193: 11 total wait time, 2 streets in the intersection
Street 34035, intersection 2427: 11 total wait time, 3 streets in the intersection
Street 11966, intersection 3722: 11 total wait time, 3 streets in the intersection
Street 6269, intersection 2312: 11 total wait time, 2 streets in the intersection
Street 33732, intersection 3806: 11 total wait time, 3 streets in the intersection
Street 16963, intersection 2308: 11 total wait time, 2 streets in the intersection
Street 32125, intersection 2217: 11 total wait time, 2 streets in the intersection
Street 17305, intersection 1322: 11 total wait time, 2 streets in the intersection
Street 14425, intersection 3273: 11 total wait time, 2 streets in the intersection
Street 33669, intersection 4991: 11 total wait time, 2 streets in the intersection
Street 9021, intersection 8537: 11 total wait time, 2 streets in the intersection
Street 9729, intersection 6586: 11 total wait time, 3 streets in the intersection
Street 34461, intersection 7655: 11 total wait time, 2 streets in the intersection
Street 24796, intersection 3731: 11 total wait time, 3 streets in the intersection
Street 26770, intersection 983: 11 total wait time, 2 streets in the intersection
Street 26152, intersection 7333: 11 total wait time, 2 streets in the intersection
Street 19576, intersection 677: 11 total wait time, 3 streets in the intersection
Street 34697, intersection 9863: 11 total wait time, 2 streets in the intersection
Street 15655, intersection 982: 11 total wait time, 2 streets in the intersection
Street 31, intersection 9312: 11 total wait time, 2 streets in the intersection
Street 10166, intersection 7841: 11 total wait time, 2 streets in the intersection
Street 26032, intersection 4356: 11 total wait time, 3 streets in the intersection
Street 17258, intersection 4506: 11 total wait time, 3 streets in the intersection
Street 17716, intersection 1852: 11 total wait time, 2 streets in the intersection
Street 21855, intersection 3274: 11 total wait time, 2 streets in the intersection
Street 13026, intersection 6986: 11 total wait time, 3 streets in the intersection
Street 24110, intersection 2800: 11 total wait time, 3 streets in the intersection
Street 4140, intersection 9831: 10 total wait time, 2 streets in the intersection
Street 11421, intersection 2556: 10 total wait time, 2 streets in the intersection
Street 18746, intersection 4505: 10 total wait time, 3 streets in the intersection
Street 3139, intersection 5198: 10 total wait time, 3 streets in the intersection
Street 1449, intersection 7504: 10 total wait time, 2 streets in the intersection
Street 20772, intersection 6816: 10 total wait time, 3 streets in the intersection
Street 32700, intersection 9445: 10 total wait time, 2 streets in the intersection
Street 5242, intersection 3912: 10 total wait time, 2 streets in the intersection
Street 32578, intersection 6415: 10 total wait time, 3 streets in the intersection
Street 8601, intersection 8635: 10 total wait time, 4 streets in the intersection
Street 31026, intersection 2481: 10 total wait time, 3 streets in the intersection
Street 13176, intersection 2461: 10 total wait time, 3 streets in the intersection
Street 13390, intersection 6567: 10 total wait time, 2 streets in the intersection
Street 23829, intersection 5497: 10 total wait time, 2 streets in the intersection
Street 21487, intersection 5198: 10 total wait time, 3 streets in the intersection
Street 8399, intersection 383: 10 total wait time, 3 streets in the intersection
Street 24295, intersection 2396: 10 total wait time, 2 streets in the intersection
Street 19454, intersection 4552: 10 total wait time, 3 streets in the intersection
Street 14303, intersection 2984: 10 total wait time, 3 streets in the intersection
Street 18297, intersection 6867: 10 total wait time, 2 streets in the intersection
Street 16453, intersection 6288: 10 total wait time, 3 streets in the intersection
Street 32574, intersection 3284: 10 total wait time, 3 streets in the intersection
Street 7879, intersection 3607: 10 total wait time, 2 streets in the intersection
Street 6313, intersection 1558: 10 total wait time, 3 streets in the intersection
Street 9048, intersection 2145: 10 total wait time, 3 streets in the intersection
Street 12527, intersection 9357: 10 total wait time, 2 streets in the intersection
Street 19124, intersection 9355: 10 total wait time, 2 streets in the intersection
Street 17533, intersection 8746: 10 total wait time, 3 streets in the intersection
Street 5615, intersection 5491: 10 total wait time, 2 streets in the intersection
Street 15622, intersection 4440: 10 total wait time, 3 streets in the intersection
Street 27115, intersection 1981: 10 total wait time, 4 streets in the intersection
Street 30412, intersection 613: 10 total wait time, 2 streets in the intersection
Street 24350, intersection 5049: 10 total wait time, 2 streets in the intersection
Street 28488, intersection 672: 10 total wait time, 3 streets in the intersection
Street 19428, intersection 1405: 10 total wait time, 3 streets in the intersection
Street 32053, intersection 6711: 10 total wait time, 2 streets in the intersection
Street 26707, intersection 2996: 10 total wait time, 2 streets in the intersection
Street 18928, intersection 2804: 10 total wait time, 3 streets in the intersection
Street 19094, intersection 4177: 10 total wait time, 2 streets in the intersection
Street 22990, intersection 6347: 10 total wait time, 3 streets in the intersection
Street 27146, intersection 7937: 10 total wait time, 2 streets in the intersection
Street 28464, intersection 442: 10 total wait time, 3 streets in the intersection
Street 11961, intersection 9444: 10 total wait time, 2 streets in the intersection
Street 29264, intersection 3230: 10 total wait time, 2 streets in the intersection
Street 17824, intersection 7653: 10 total wait time, 2 streets in the intersection
Street 25056, intersection 2741: 10 total wait time, 3 streets in the intersection
Street 2167, intersection 6263: 10 total wait time, 2 streets in the intersection
Street 21026, intersection 3684: 10 total wait time, 2 streets in the intersection
Street 3208, intersection 1028: 10 total wait time, 2 streets in the intersection
Street 7742, intersection 4551: 10 total wait time, 2 streets in the intersection
Street 9638, intersection 6939: 10 total wait time, 2 streets in the intersection
Street 8767, intersection 4127: 10 total wait time, 2 streets in the intersection
Street 12047, intersection 755: 10 total wait time, 3 streets in the intersection
Street 4260, intersection 9400: 10 total wait time, 3 streets in the intersection
Street 16272, intersection 2398: 10 total wait time, 2 streets in the intersection
Street 9803, intersection 3883: 10 total wait time, 3 streets in the intersection
Street 19996, intersection 3306: 10 total wait time, 2 streets in the intersection
Street 24933, intersection 6837: 10 total wait time, 2 streets in the intersection
Street 22445, intersection 465: 10 total wait time, 2 streets in the intersection
Street 21201, intersection 7667: 10 total wait time, 2 streets in the intersection
Street 14158, intersection 2346: 10 total wait time, 2 streets in the intersection
Street 31379, intersection 1628: 10 total wait time, 3 streets in the intersection
Street 2642, intersection 7654: 10 total wait time, 2 streets in the intersection
Street 4380, intersection 2132: 10 total wait time, 2 streets in the intersection
Street 27812, intersection 8798: 10 total wait time, 3 streets in the intersection
Street 22906, intersection 4347: 10 total wait time, 3 streets in the intersection
Street 26966, intersection 5968: 10 total wait time, 3 streets in the intersection
Street 27991, intersection 2358: 10 total wait time, 3 streets in the intersection
Street 7552, intersection 7078: 10 total wait time, 2 streets in the intersection
Street 26428, intersection 2257: 10 total wait time, 3 streets in the intersection
Street 7219, intersection 3295: 10 total wait time, 2 streets in the intersection
Street 20760, intersection 614: 10 total wait time, 4 streets in the intersection
Street 11283, intersection 690: 10 total wait time, 2 streets in the intersection
Street 23311, intersection 6715: 10 total wait time, 2 streets in the intersection
Round 85, new score: 1311706
Greedy improver: 10 min wait time, 500 max streets per round
Street 13864, intersection 5768: 46 total wait time, 2 streets in the intersection
Street 22968, intersection 5660: 46 total wait time, 2 streets in the intersection
Street 23622, intersection 7241: 45 total wait time, 3 streets in the intersection
Street 5584, intersection 387: 43 total wait time, 2 streets in the intersection
Street 17926, intersection 608: 42 total wait time, 4 streets in the intersection
Street 20695, intersection 6929: 41 total wait time, 3 streets in the intersection
Street 233, intersection 7752: 39 total wait time, 4 streets in the intersection
Street 12668, intersection 3309: 39 total wait time, 3 streets in the intersection
Street 28877, intersection 443: 38 total wait time, 3 streets in the intersection
Street 32470, intersection 1294: 36 total wait time, 3 streets in the intersection
Street 20676, intersection 56: 36 total wait time, 3 streets in the intersection
